custid,townsize,gender,age,birthmonth,ed,jobcat,union,employ,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,addresscat,cars,carown,cartype,carvalue,carbought,carbuy,commute,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,card2,card2type,card2benefit,card2fee,card2tenure,carditems,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,equipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,Customer_cat
8656-WEOZRQ-XWU,1,1,75,June,12,3,0,27,1,10,6,0.08,-2.54,0.52,-0.65,0,5,1,13,2,2,8,0,0,0,0,0,0,8,1,3,5,3,0,0,5.4,0,1,1,29,1,0,1,0,0,0,0,0,0,1,1,5,0,0,0,4,2,4,0,40,2,2,1,0,29,17,4,86.71,1,2,72,0,23,3.14,1735.6,1,36.5,3.6,2449.15,7.8,0,0,0,1,13.5,2.6,915,6.82,0,0,NA,0,NA,1,0,0,0,1,1,1,1,0,1,12,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
8727-XEHGFY-33T,4,0,51,December,10,2,0,3,0,35,5.5,0.57,-0.56,1.35,0.3,1,3,1,9,1,2,0,0,0,0,0,0,0,0,1,1,5,5,1,0,14.1,1,0,1,27,1,0,1,1,0,0,0,0,0,0,9,5,1,0,0,2,3,3,0,14,4,3,4,0,16,6,9,304.11,1,3,41,0,7,1.95,310.8,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,1,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
2504-PDNBAP-7J9,4,1,55,November,15,3,0,14,0,74,9.2,2.04,0.71,4.77,1.56,0,3,0,-1,-1,2,6,0,0,0,1,0,0,5,1,3,4,2,1,1,28.2,0,0,4,41,0,0,0,1,1,0,0,0,0,0,9,4,1,0,1,3,1,1,0,27,5,4,3,0,21,13,2,52.34,0,2,58,0,16.2,2.79,964.75,0,0,NA,0,NA,0,0,0,1,12.25,2.51,730,6.59,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,1,0,1,0,medium_spend_cust
3551-SBEAAA-K2Z,5,0,70,June,15,2,1,16,1,52,5.8,1.3,0.26,1.72,0.54,0,2,1,16,3,3,12,0,0,0,0,0,0,12,1,1,5,5,1,0,26.3,0,0,1,29,1,1,0,1,0,1,0,0,0,0,9,5,1,0,0,2,2,3,0,30,4,2,3,0,16,5,3,96.67,0,2,55,0,15.75,2.76,846.2,1,27.75,3.32,1565.4,7.36,1,33.85,1844.1,1,19,2.94,970,6.88,0,0,NA,0,NA,1,0,0,3,1,1,1,1,0,1,21,1,1,1,0,1,1,0,0,0,0,0,0,low_spend_cust
8958-JAFMTN-CQ7,3,1,47,January,20,1,1,8,0,90,7.7,4.77,1.56,2.16,0.77,0,5,0,-1,-1,1,8,0,0,0,0,2,0,6,0,2,4,0,-1,-1,-1,-1,0,8,30,0,0,0,0,0,0,0,1,1,0,9,4,0,0,1,4,3,4,0,3,1,4,3,0,2,10,4,76.68,0,3,7,0,4.95,1.6,45.95,1,29.75,3.39,230.45,5.44,1,43.75,316.4,1,24,3.18,150,5.01,1,47.6,3.86,284.3,5.65,1,1,1,3,1,1,1,1,1,1,27,1,1,1,1,1,1,1,1,0,0,0,0,low_spend_cust
3443-KKJGID-BHV,1,1,33,February,19,2,1,0,0,49,6.7,1.63,0.49,1.65,0.5,1,1,0,-1,-1,1,7,0,0,0,0,0,0,7,1,1,2,1,1,0,25.7,0,1,10,20,0,0,0,0,0,0,0,1,0,1,9,2,1,0,0,3,4,1,0,2,2,1,3,0,2,12,6,490.1,1,3,4,0,2.7,0.99,13.75,0,0,NA,0,NA,1,42.15,109.05,1,40,3.69,120,4.79,1,26.95,3.29,72.3,4.28,0,1,1,4,1,1,1,1,1,1,22,1,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
2876-GNEAJF-6X0,5,0,57,August,12,1,0,11,0,49,6.8,2.08,0.73,1.25,0.22,0,3,1,12,2,2,4,1,1,0,0,0,0,2,0,2,3,3,1,1,28.1,1,1,1,28,1,0,0,1,1,0,1,1,1,0,9,5,0,0,1,4,3,1,1,32,2,3,1,0,24,9,5,92.54,1,2,64,0,18.4,2.91,1185,1,43.25,3.77,2696.25,7.9,1,44.5,2719.7,1,9.75,2.28,585,6.37,0,0,NA,0,NA,1,1,0,2,1,0,1,1,0,1,18,1,1,1,0,1,0,0,0,1,0,0,1,low_spend_cust
5575-LQITGQ-Q8M,2,0,60,January,13,4,0,29,1,38,14.1,1.66,0.51,3.7,1.31,0,4,1,9,1,2,2,0,2,0,0,0,0,0,0,1,4,1,0,1,15.8,0,0,10,24,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,3,3,0,26,4,4,1,0,21,11,2,65.68,0,1,54,0,13.25,2.58,724.8,0,0,NA,0,NA,0,0,0,1,16.25,2.79,850,6.75,0,0,NA,0,NA,1,0,0,2,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,0,0,medium_spend_cust
8144-PZCGOL-4NK,1,0,66,June,15,1,0,14,0,71,21.3,1.35,0.3,13.78,2.62,0,5,0,-1,-1,1,2,2,0,0,0,0,0,0,1,1,3,1,1,1,41.6,1,0,3,21,1,0,1,0,0,0,0,0,0,0,9,2,1,0,0,3,1,3,0,31,4,3,1,1,17,12,2,53.41,0,2,56,0,10.05,2.31,550.1,1,19.5,2.97,1118.65,7.02,0,0,0,1,24.5,3.2,1350,7.21,0,0,NA,0,NA,1,0,1,1,1,1,1,1,1,1,11,1,1,1,0,1,0,0,1,0,0,1,0,medium_spend_cust
4068-GEACTS-8KV,5,0,21,July,15,1,0,0,0,43,9.7,1.17,0.16,3,1.1,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,1,3,1,1,27.1,0,0,1,38,1,0,0,1,0,1,0,0,0,0,1,4,1,0,0,3,4,1,0,3,4,3,2,1,3,11,5,103.47,1,3,25,0,5.7,1.74,129.65,0,0,NA,0,NA,1,25.2,596.9,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,17,1,1,1,0,1,1,1,0,1,0,0,0,low_spend_cust
1924-OWOJEV-C0C,5,0,75,July,12,2,0,10,0,51,3.7,1.13,0.12,0.75,-0.28,0,1,1,12,2,2,0,0,0,0,0,0,0,0,1,3,5,3,1,1,23.7,0,0,1,34,1,1,0,1,0,0,1,1,1,0,2,3,0,0,0,4,3,3,0,40,1,3,3,1,30,12,8,356.07,0,2,71,0,36.9,3.61,2540.1,1,49,3.89,3525.55,8.17,0,0,0,1,43.25,3.77,3095,8.04,1,58.8,4.07,4085.6,8.32,1,1,1,2,1,0,1,1,1,1,18,1,1,1,1,1,0,1,1,1,0,0,0,medium_spend_cust
3216-SZEKOE-VJG,4,0,62,November,18,1,0,17,0,65,5.5,1.39,0.33,2.18,0.78,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,1,8,21,0,0,0,1,0,1,0,1,0,0,9,5,0,0,0,3,2,4,1,30,2,4,2,0,20,14,5,120.44,1,1,60,0,23.75,3.17,1369.3,1,24.5,3.2,1457.05,7.28,0,0,0,1,16.25,2.79,990,6.9,0,0,NA,0,NA,1,1,0,3,0,1,1,1,0,1,17,1,1,1,0,1,1,1,0,1,0,0,0,medium_spend_cust
7678-OPFNNU-FLB,1,1,71,August,15,1,0,26,0,112,8.5,0.8,-0.22,8.72,2.17,0,4,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,5,0,-1,-1,-1,-1,0,5,21,0,1,0,0,1,0,0,0,0,1,9,4,0,0,0,2,3,2,0,31,3,3,4,0,25,13,7,437.94,0,2,64,0,20.4,3.02,1331.35,0,0,NA,0,NA,1,28.4,1879.65,1,11.5,2.44,670,6.51,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,1,12,1,1,1,1,1,1,0,0,1,0,0,0,medium_spend_cust
0597-ALIUTS-I9Z,1,0,43,January,10,2,0,7,0,23,27.5,1.4,0.34,4.92,1.59,1,5,0,-1,-1,1,3,0,0,0,0,3,0,0,0,2,4,1,0,0,10.7,1,0,8,20,0,0,0,0,0,0,0,1,0,0,9,7,1,0,1,1,3,1,1,1,3,1,2,0,1,16,5,128.54,0,2,4,0,2.6,0.96,9.95,1,18,2.89,73.95,4.3,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,1,1,0,1,1,0,1,1,18,1,1,1,0,1,0,1,0,0,0,0,0,medium_spend_cust
8511-QPHJJZ-0C0,5,0,67,January,14,1,0,12,1,20,14.8,0.65,-0.43,2.31,0.84,0,5,1,9,1,2,12,0,3,0,0,0,0,9,1,1,5,2,1,0,11.7,0,0,7,40,1,0,0,1,0,0,1,1,0,0,9,4,0,1,0,1,4,1,0,38,4,3,3,0,29,9,4,120.25,0,2,71,0,40.9,3.71,2811.55,0,0,NA,0,NA,0,0,0,1,28,3.33,2060,7.63,0,0,NA,0,NA,1,0,0,4,0,0,0,0,0,1,27,1,1,1,0,1,0,0,0,1,0,0,0,medium_spend_cust
6273-OWSFIY-CD1,4,1,42,February,11,1,0,13,0,43,19.7,2.4,0.87,6.07,1.8,0,5,0,-1,-1,1,2,1,1,0,0,0,0,0,0,2,3,4,1,1,17.8,1,0,1,21,1,0,1,0,0,0,0,1,1,0,9,6,1,1,1,2,4,3,0,3,3,1,4,0,6,4,7,176.2,1,1,3,0,2.65,0.97,6.15,1,14.5,2.67,51.9,3.95,0,0,0,1,24.75,3.21,60,4.09,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0,low_spend_cust
0273-COHJKL-MYW,3,1,77,March,14,1,0,15,0,68,6.8,0.9,-0.11,3.73,1.32,0,5,1,14,2,2,3,0,0,0,0,0,0,3,0,3,4,2,1,0,35.5,0,1,1,27,1,0,0,0,0,1,0,0,0,0,9,4,0,0,1,4,3,3,0,29,2,4,2,0,17,16,2,38.94,0,2,60,0,16.5,2.8,967.15,1,22.75,3.12,1332.7,7.19,0,0,0,1,11.75,2.46,690,6.54,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,1,0,1,0,0,0,medium_spend_cust
5325-XPSUFH-CPO,4,1,48,May,12,4,0,18,0,74,2.5,0.44,-0.82,1.41,0.34,0,4,0,-1,-1,1,7,0,0,0,0,0,0,7,0,1,3,1,1,0,23.8,0,0,4,26,0,0,0,1,0,0,0,0,0,1,9,4,0,1,1,3,4,2,0,11,2,3,4,0,8,14,5,240.26,1,1,31,0,9.45,2.25,334.6,1,36.5,3.6,1038.3,6.95,0,0,0,1,19.5,2.97,580,6.36,1,25.95,3.26,803.4,6.69,0,0,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,0,0,0,0,medium_spend_cust
7501-NGFSKU-N0A,3,1,36,December,15,2,0,0,0,27,9.9,1.01,0.01,1.67,0.51,1,1,1,12,2,3,0,0,0,0,0,0,0,0,1,3,3,0,-1,-1,-1,-1,1,8,28,0,0,0,1,1,0,0,1,0,0,2,5,1,0,0,1,2,2,0,18,3,1,3,0,17,11,3,69.17,0,1,52,0,16.75,2.82,797.7,1,13.75,2.62,766.8,6.64,0,0,0,1,24.75,3.21,1275,7.15,0,0,NA,0,NA,0,0,0,0,0,1,0,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
7361-YKRBYT-WHL,3,0,70,July,14,3,0,27,1,37,4.5,0.31,-1.18,1.36,0.31,0,4,1,14,2,2,2,0,0,0,2,0,0,0,1,1,5,3,1,1,22.1,1,0,1,28,1,1,0,0,1,0,0,0,0,0,2,4,0,1,1,1,1,2,0,28,4,4,2,0,19,10,6,378.41,0,3,59,0,14.6,2.68,889.6,0,0,NA,0,NA,0,0,0,1,10,2.3,585,6.37,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,23,1,1,1,0,1,0,0,0,0,0,0,0,medium_spend_cust
5138-RYTVAT-ZI0,4,0,73,March,18,3,0,27,0,95,4.5,0.14,-1.96,4.13,1.42,0,5,1,16,3,2,6,0,1,0,0,0,0,5,1,1,5,0,-1,-1,-1,-1,0,5,41,0,0,0,0,1,0,0,1,0,1,3,6,0,1,0,4,4,1,0,28,2,4,3,0,23,8,8,193.19,0,3,67,0,19.1,2.95,1341.05,1,22.5,3.11,1609.15,7.38,0,0,0,1,35.5,3.57,2265,7.73,0,0,NA,0,NA,1,0,0,0,1,1,1,1,0,1,23,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
1775-ZGGKVD-ME7,4,1,50,January,13,6,0,18,0,92,13.6,5.81,1.76,6.71,1.9,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,4,3,1,1,55.6,0,1,1,24,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,4,2,4,0,26,2,1,1,0,26,15,5,180.39,1,1,68,0,11.7,2.46,822.85,0,0,NA,0,NA,1,35.4,2422.8,1,28,3.33,1890,7.54,0,0,NA,0,NA,0,0,0,0,0,1,1,0,0,1,13,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
2586-SHIEMY-36H,3,1,21,April,16,2,0,0,0,29,6.9,0.58,-0.54,1.42,0.35,0,1,1,15,3,3,11,0,0,0,0,0,0,11,1,2,1,3,0,0,15.7,0,1,1,28,1,0,0,1,1,0,0,1,0,0,9,4,1,1,0,3,2,2,0,3,4,1,2,0,3,11,1,13.48,0,3,43,0,10.35,2.34,437.5,0,0,NA,0,NA,1,37,1576.15,1,18.25,2.9,825,6.72,1,48.6,3.88,2056.4,7.63,1,1,1,3,1,0,0,1,1,1,21,1,1,1,1,1,1,1,1,1,1,0,0,medium_spend_cust
5402-YITVWG-2WP,1,1,46,March,19,1,1,7,0,46,3.1,0.12,-2.09,1.3,0.26,0,2,1,17,4,5,1,1,0,0,0,0,0,0,1,1,4,4,1,0,13.4,1,0,1,18,1,0,0,1,0,0,0,1,0,0,9,4,0,0,0,2,1,2,0,27,3,1,1,0,21,12,1,14.7,1,1,50,0,8.6,2.15,470.3,0,0,NA,0,NA,0,0,0,1,24.75,3.21,1295,7.17,0,0,NA,0,NA,0,0,0,1,1,0,0,0,0,1,20,1,1,1,0,1,0,0,0,1,0,0,0,medium_spend_cust
9201-ASDMLP-DS9,2,0,20,April,15,2,0,0,0,16,11.8,0.29,-1.25,1.6,0.47,0,2,1,11,1,3,10,2,0,0,0,0,0,8,1,1,1,3,1,1,7.1,1,0,1,19,1,0,0,0,0,0,0,1,0,0,9,5,1,0,0,2,3,4,0,2,5,4,1,0,2,12,6,114.23,1,3,4,1,3.75,1.32,8.75,0,0,NA,0,NA,1,22.8,71,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,3,0,0,0,0,1,1,26,1,1,0,0,1,1,0,0,0,0,0,0,medium_spend_cust
4702-KLLDAM-013,2,1,50,July,13,2,0,2,0,61,6.4,0.51,-0.67,3.39,1.22,0,2,1,10,1,2,3,2,0,1,0,0,0,0,1,1,4,2,1,1,23,0,0,4,33,0,0,0,1,0,0,0,0,0,0,9,5,1,0,0,4,1,3,0,21,3,4,4,0,11,9,2,79.07,0,1,52,0,13.65,2.61,706.3,1,49,3.89,2493.95,7.82,0,0,0,1,19.25,2.96,1005,6.91,1,30.1,3.4,1513.35,7.32,0,1,1,0,1,1,1,1,0,1,17,1,1,1,0,0,0,1,0,1,0,0,0,medium_spend_cust
3150-TTLLQM-2FG,4,1,64,January,15,1,1,6,0,46,26.9,4.16,1.42,8.22,2.11,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,4,2,1,0,18.9,0,1,1,17,1,0,0,0,0,0,0,0,0,1,9,5,1,0,0,1,4,1,0,27,4,3,3,0,21,9,6,255.07,0,1,56,0,16.3,2.79,949.15,1,28.75,3.36,1607.15,7.38,0,0,0,1,8,2.08,400,5.99,0,0,NA,0,NA,1,0,0,0,1,1,0,1,0,1,22,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
1566-EGYRIY-B18,1,1,32,September,21,2,0,0,0,33,6.5,0.41,-0.9,1.74,0.55,1,5,0,-1,-1,1,8,0,0,0,0,0,0,8,1,4,3,3,1,0,14.3,1,0,1,21,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,3,4,4,0,8,1,1,2,0,10,9,2,76.59,1,3,25,0,10.6,2.36,267.1,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,1,0,0,0,0,1,1,15,1,1,1,0,1,1,1,0,1,0,0,0,medium_spend_cust
3588-HQUWIG-3Q6,1,1,44,March,10,6,1,20,0,100,17,1.84,0.61,15.16,2.72,0,3,1,9,1,4,0,0,0,0,0,0,0,0,1,1,4,3,1,1,53.4,0,0,1,21,1,0,0,0,0,0,0,0,0,1,9,6,0,0,1,4,2,1,0,26,2,4,1,0,27,10,4,403.58,1,1,62,0,25.8,3.25,1565.65,0,0,NA,0,NA,0,0,0,1,19.5,2.97,1220,7.11,0,0,NA,0,NA,1,0,0,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,0,0,0,0,0,medium_spend_cust
8233-AUAYDA-4I0,5,1,30,August,17,1,1,1,0,46,2.6,0.42,-0.86,0.77,-0.26,0,1,1,17,4,3,1,1,0,0,0,0,0,0,1,1,3,7,1,1,28.4,1,0,1,36,1,0,0,1,1,0,0,1,0,0,9,4,0,1,0,5,1,3,0,12,3,3,3,1,13,14,5,176.11,1,1,36,0,9.6,2.26,363.05,1,13.25,2.58,482.8,6.18,0,0,0,1,8.25,2.11,275,5.62,0,0,NA,0,NA,0,0,0,1,1,1,0,1,0,1,11,1,1,1,1,1,0,1,0,1,0,1,1,medium_spend_cust
1983-VFOZZO-GBQ,1,0,33,June,11,6,1,8,0,38,2.3,0.25,-1.38,0.62,-0.47,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,3,3,1,1,15.7,0,1,1,22,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,3,3,0,2,5,4,1,1,2,11,2,49.38,1,3,6,0,2.95,1.08,16.45,1,11.25,2.42,60.25,4.1,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,1,1,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,1,medium_spend_cust
2096-SROIDJ-QSM,3,0,75,May,16,3,0,15,1,13,11.7,0.5,-0.7,1.03,0.02,0,2,0,-1,-1,1,1,0,1,0,0,0,0,0,1,3,5,3,0,0,6.1,0,0,1,27,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,3,4,1,0,40,5,3,3,0,29,6,3,99.25,0,2,72,0,42.15,3.74,3196.75,0,0,NA,0,NA,0,0,0,1,39.75,3.68,2820,7.94,0,0,NA,0,NA,1,0,0,3,0,0,0,0,0,1,10,1,1,1,0,1,0,0,0,1,0,0,0,low_spend_cust
2330-WBHHYE-GEB,2,0,70,October,9,2,0,2,1,9,7.1,0.41,-0.89,0.23,-1.48,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,5,2,0,1,5.6,1,0,1,21,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,1,2,0,20,5,3,2,1,14,11,5,101.3,0,3,36,0,13.5,2.6,517.85,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,low_spend_cust
7380-VHAHLJ-W91,5,1,38,October,14,6,1,11,0,92,7.7,1.09,0.09,5.99,1.79,0,2,1,11,1,3,9,0,1,0,0,0,0,8,0,2,3,3,1,0,41.9,0,1,1,32,1,0,0,0,0,0,0,1,0,0,9,6,0,1,1,2,3,3,0,17,3,3,3,0,8,10,3,139.66,0,1,40,0,12.15,2.5,465.85,1,45.75,3.82,1815.8,7.5,1,62.95,2412.9,1,18.25,2.9,770,6.65,1,63.35,4.15,2531.7,7.84,1,1,1,2,1,1,1,1,0,1,30,1,1,1,1,1,1,1,1,0,0,0,0,medium_spend_cust
6985-KGVVOA-OBA,4,1,20,May,14,6,0,0,0,15,10.9,0.57,-0.56,1.06,0.06,0,3,0,-1,-1,1,2,0,1,0,0,1,0,0,0,2,1,1,1,0,7,0,0,4,32,0,0,1,1,1,0,0,0,0,0,9,6,0,0,0,3,2,3,0,2,5,1,1,0,2,12,3,38.32,0,3,10,0,5.45,1.7,50.55,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,1,1,1,0,1,19,0,0,1,0,0,1,0,0,0,0,0,0,medium_spend_cust
7666-WBLMFQ-66B,3,0,62,November,14,3,0,24,0,111,18.6,6.19,1.82,14.45,2.67,0,3,1,17,4,2,10,3,0,0,0,0,0,7,1,1,5,3,1,1,55.1,1,0,1,29,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,2,1,4,0,40,4,4,2,0,30,14,4,129.8,0,3,72,0,48.5,3.88,3589.7,1,43.5,3.77,3091.15,8.04,0,0,0,1,30,3.4,2195,7.69,0,0,NA,0,NA,1,0,0,1,1,1,1,1,0,1,26,1,1,1,0,1,0,0,0,1,1,0,0,medium_spend_cust
0719-WMSRMU-7HZ,1,0,78,May,19,1,0,18,0,40,8.3,0.37,-0.99,2.95,1.08,0,4,0,-1,-1,1,5,0,0,0,0,0,0,5,1,3,5,1,1,1,18.6,0,0,3,20,0,0,1,0,0,0,0,0,0,0,9,2,0,0,1,4,3,3,0,26,2,1,1,0,19,10,6,142.28,0,2,41,0,14.6,2.68,593.65,0,0,NA,0,NA,1,34.45,1285.2,1,19,2.94,775,6.65,0,0,NA,0,NA,1,0,1,3,1,0,0,1,1,1,20,1,1,1,0,1,1,0,0,1,0,0,0,medium_spend_cust
0054-RUKLRZ-LM2,3,1,34,November,13,2,0,0,0,33,5.4,0.59,-0.53,1.19,0.18,0,1,1,16,3,4,1,0,1,0,0,0,0,0,1,3,3,3,0,0,19.7,0,0,1,22,1,0,0,0,1,0,0,0,0,0,9,4,0,1,1,3,2,3,1,16,1,3,1,1,17,13,4,126.51,1,3,57,0,10.3,2.33,593.35,0,0,NA,0,NA,1,28.25,1667.7,1,16.5,2.8,935,6.84,0,0,NA,0,NA,0,0,0,0,1,0,1,1,0,1,29,1,1,1,0,1,1,0,0,0,0,0,0,medium_spend_cust
7533-BBKDJM-LP3,1,1,31,November,18,1,1,2,0,52,3.9,0.9,-0.11,1.13,0.12,0,2,0,-1,-1,2,0,0,0,0,0,0,0,0,1,3,3,3,0,1,24.6,0,0,1,29,1,0,1,0,1,0,0,0,0,0,9,6,1,0,1,1,2,2,1,13,4,4,4,0,8,11,4,119.82,0,1,36,1,8.2,2.1,293.8,0,0,NA,0,NA,1,32.45,1110.85,0,0,NA,0,NA,1,20.4,3.02,716.15,6.57,1,0,0,3,0,0,0,0,1,1,24,1,1,1,0,1,0,1,0,0,0,0,0,medium_spend_cust
8426-APYNMT-ZPR,3,0,70,May,11,6,0,42,1,15,10.5,0.52,-0.66,1.06,0.06,0,3,1,13,2,4,4,1,1,0,0,2,0,0,1,1,5,3,1,0,7.2,0,0,1,16,1,0,0,0,0,0,0,0,0,0,9,1,1,1,0,3,3,2,0,37,2,1,3,0,29,9,5,91.68,0,2,67,0,20.2,3.01,1310.95,0,0,NA,0,NA,0,0,0,1,33,3.5,2150,7.67,0,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,1,0,low_spend_cust
6406-UPYVGC-PGO,3,0,24,February,19,2,0,0,0,27,4.7,0.02,-3.73,1.24,0.22,0,1,0,-1,-1,1,7,2,0,0,0,0,0,5,1,1,2,3,1,0,13.5,0,1,1,26,1,0,0,0,1,0,0,1,0,0,9,6,1,0,1,1,3,3,1,7,2,2,1,0,6,12,1,37.99,1,1,29,1,11.2,2.42,309.85,0,0,NA,0,NA,1,26.25,758.45,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,3,0,0,0,0,1,1,19,1,1,1,0,1,1,1,0,0,0,1,0,low_spend_cust
1630-MKOJBB-KDY,1,1,18,July,13,5,1,0,0,11,6.6,0.2,-1.59,0.52,-0.65,0,1,1,14,2,4,1,0,1,0,0,0,0,0,0,2,1,2,1,0,6.8,1,0,8,21,0,0,0,0,0,0,0,1,0,0,9,5,1,0,0,2,2,3,1,0,3,3,1,1,0,12,1,19.92,0,3,2,1,6.5,1.87,13.85,1,27.25,3.31,55.1,4.01,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,1,0,0,1,1,0,1,1,1,18,0,0,1,1,0,0,1,0,0,0,0,0,medium_spend_cust
7452-CGWHDB-OL5,1,1,46,February,16,2,0,6,0,26,6.7,0.82,-0.2,0.93,-0.08,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,4,3,1,1,1,12.7,1,0,5,20,1,0,0,0,1,0,0,0,0,0,9,6,1,0,1,3,1,2,0,11,4,1,1,0,15,7,4,94.29,0,1,42,1,12.75,2.55,525.85,0,0,NA,0,NA,0,0,0,1,13.25,2.58,550,6.31,0,0,NA,0,NA,1,0,0,0,1,1,1,1,0,1,20,1,0,0,0,0,0,1,0,0,0,0,0,low_spend_cust
3616-SGVGTR-IBI,5,0,65,January,16,1,0,15,0,67,9.9,0.92,-0.08,5.71,1.74,0,5,1,17,4,3,1,0,1,0,0,0,0,0,0,2,3,1,0,0,27.1,0,0,8,22,0,0,0,0,1,0,0,1,1,0,9,5,1,1,1,1,3,2,1,11,3,4,3,0,8,7,8,486.16,0,3,30,1,4.95,1.6,154.6,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,2,0,0,0,0,0,1,25,1,1,1,0,1,0,1,0,0,0,1,0,medium_spend_cust
6589-BNHOLP-H2T,4,1,75,November,17,2,0,17,1,18,26.5,0.96,-0.04,3.81,1.34,0,4,0,-1,-1,1,11,0,5,0,0,0,0,6,1,2,5,6,1,1,7.5,1,0,1,33,1,0,1,1,0,0,0,0,0,1,9,3,0,0,1,3,3,3,0,34,1,1,2,0,28,10,9,264.48,1,2,71,0,19.8,2.99,1371.4,0,0,NA,0,NA,1,42.2,2970.95,1,30.75,3.43,2105,7.65,1,33.4,3.51,2326.45,7.75,1,1,1,1,0,1,0,0,1,1,23,1,1,1,0,1,1,1,0,1,0,0,0,medium_spend_cust
1648-ZISNUF-S0N,5,0,68,September,11,5,0,34,1,16,11.5,0.56,-0.58,1.28,0.25,0,4,1,12,2,2,0,0,0,0,0,0,0,0,1,1,5,2,0,0,6.4,0,1,4,35,1,0,0,1,0,0,0,1,0,1,9,5,0,0,0,3,2,4,1,40,2,4,2,1,30,9,5,177.29,0,3,72,0,63.7,4.15,4728.1,0,0,NA,0,NA,0,0,0,1,18.75,2.93,1265,7.14,0,0,NA,0,NA,1,0,0,0,1,0,1,1,0,1,21,1,1,1,0,0,0,0,0,1,1,0,0,medium_spend_cust
